marker_id	gene_id	gene_symbol	cell_or_state	organ_or_context	marker_set	evidence_level	evidence_type	source	source_year	source_url	source_detail	use_note
GC_KNOWN_012	NA	PLL	giant cell / nematode feeding site	root gall; Meloidogyne incognita	tomato_nematode_snRNA	B	known giant-cell marker used for annotation	Single-nucleus RNA-sequencing reveals the cellular programs driving nematode-induced giant cell formation in tomato	2025	https://academic.oup.com/hr/article/doi/10.1093/hr/uhaf223/8239697	Text lists 13 previously shown giant cell markers; Figure 1D confirms specific expression	Pectate lyase-like/cell-wall marker; map exact tomato homolog
GC_KNOWN_013	NA	Formin 2A	giant cell / nematode feeding site	root gall; Meloidogyne incognita	tomato_nematode_snRNA	B	known giant-cell marker used for annotation	Single-nucleus RNA-sequencing reveals the cellular programs driving nematode-induced giant cell formation in tomato	2025	https://academic.oup.com/hr/article/doi/10.1093/hr/uhaf223/8239697	Text lists 13 previously shown giant cell markers; Figure 1D confirms specific expression	Actin/cytoskeleton support marker
GC_VALID_001	Solyc11g069470	SlHDAC	giant cell / nematode feeding site	root gall; Meloidogyne incognita	tomato_nematode_snRNA	A	promoter:GUS validation	Single-nucleus RNA-sequencing reveals the cellular programs driving nematode-induced giant cell formation in tomato	2025	https://academic.oup.com/hr/article/doi/10.1093/hr/uhaf223/8239697	Promoter:GUS expressed inside galls and not uninfected roots; article Fig. 2	High-priority GC marker; use with other GC markers
GC_VALID_002	Solyc03g115150	HD-ZIP III	giant cell / nematode feeding site	root gall; Meloidogyne incognita	tomato_nematode_snRNA	A	promoter:GUS validation	Single-nucleus RNA-sequencing reveals the cellular programs driving nematode-induced giant cell formation in tomato	2025	https://academic.oup.com/hr/article/doi/10.1093/hr/uhaf223/8239697	Promoter:GUS expressed inside galls and not uninfected roots; article Fig. 2	High-priority GC marker; vascular/developmental TF context
GC_VALID_003	Solyc03g093260	SMC protein	giant cell / nematode feeding site	root gall; Meloidogyne incognita	tomato_nematode_snRNA	A	promoter:GUS validation	Single-nucleus RNA-sequencing reveals the cellular programs driving nematode-induced giant cell formation in tomato	2025	https://academic.oup.com/hr/article/doi/10.1093/hr/uhaf223/8239697	Promoter:GUS expressed inside galls and not uninfected roots; article Fig. 2	High-priority GC marker; cell-cycle/chromosome organization context
GC_TOP_001	Solyc01g108670	kinesin	giant cell / nematode feeding site	root gall; Meloidogyne incognita	tomato_nematode_snRNA	B	cluster-specific marker from supplementary table	Single-nucleus RNA-sequencing reveals the cellular programs driving nematode-induced giant cell formation in tomato	2025	https://academic.oup.com/hr/article/doi/10.1093/hr/uhaf223/8239697	Supplementary Table 4 C16 specific marker; p=1.12e-54; log2FC=4.42	Strong GC cluster marker; may reflect giant-cell cytoskeleton/proliferation
GC_TOP_002	Solyc08g082070	High mobility group B protein 6	giant cell / nematode feeding site	root gall; Meloidogyne incognita	tomato_nematode_snRNA	B	cluster-specific marker from supplementary table	Single-nucleus RNA-sequencing reveals the cellular programs driving nematode-induced giant cell formation in tomato	2025	https://academic.oup.com/hr/article/doi/10.1093/hr/uhaf223/8239697	Supplementary Table 4 C16 specific marker; p=2.97e-45; log2FC=3.88	Use as GC module member
GC_TOP_003	Solyc11g071640	Glycosyl hydrolase family protein	giant cell / nematode feeding site	root gall; Meloidogyne incognita	tomato_nematode_snRNA	B	cluster-specific marker from supplementary table	Single-nucleus RNA-sequencing reveals the cellular programs driving nematode-induced giant cell formation in tomato	2025	https://academic.oup.com/hr/article/doi/10.1093/hr/uhaf223/8239697	Supplementary Table 4 C16 specific marker; p=8.62e-44; log2FC=3.39	Cell-wall/metabolic support marker
GC_TOP_004	Solyc07g063590	Myosin-2	giant cell / nematode feeding site	root gall; Meloidogyne incognita	tomato_nematode_snRNA	B	cluster-specific marker from supplementary table	Single-nucleus RNA-sequencing reveals the cellular programs driving nematode-induced giant cell formation in tomato	2025	https://academic.oup.com/hr/article/doi/10.1093/hr/uhaf223/8239697	Supplementary Table 4 C16 specific marker; p=7.65e-43; log2FC=3.14	Cytoskeleton support marker
GC_TOP_005	Solyc12g008420	RNA-dependent RNA polymerase	giant cell / nematode feeding site	root gall; Meloidogyne incognita	tomato_nematode_snRNA	B	cluster-specific marker from supplementary table	Single-nucleus RNA-sequencing reveals the cellular programs driving nematode-induced giant cell formation in tomato	2025	https://academic.oup.com/hr/article/doi/10.1093/hr/uhaf223/8239697	Supplementary Table 4 C16 specific marker; p=5.84e-41; log2FC=2.58	Use as data-derived support marker
GC_TOP_006	Solyc04g076310	Kinesin-like protein FRA1	giant cell / nematode feeding site	root gall; Meloidogyne incognita	tomato_nematode_snRNA	B	cluster-specific marker from supplementary table	Single-nucleus RNA-sequencing reveals the cellular programs driving nematode-induced giant cell formation in tomato	2025	https://academic.oup.com/hr/article/doi/10.1093/hr/uhaf223/8239697	Supplementary Table 4 C16 specific marker; p=1.41e-39; log2FC=4.36	Cytoskeleton/cell-wall support marker
GC_TOP_007	Solyc09g075480	Kinesin-4	giant cell / nematode feeding site	root gall; Meloidogyne incognita	tomato_nematode_snRNA	B	cluster-specific marker from supplementary table	Single-nucleus RNA-sequencing reveals the cellular programs driving nematode-induced giant cell formation in tomato	2025	https://academic.oup.com/hr/article/doi/10.1093/hr/uhaf223/8239697	Supplementary Table 4 C16 specific marker; p=1.41e-37; log2FC=3.66	Cytoskeleton/proliferation support marker
GC_TOP_008	Solyc01g087500	DNA topoisomerase 2	giant cell / nematode feeding site	root gall; Meloidogyne incognita	tomato_nematode_snRNA	B	cluster-specific marker from supplementary table	Single-nucleus RNA-sequencing reveals the cellular programs driving nematode-induced giant cell formation in tomato	2025	https://academic.oup.com/hr/article/doi/10.1093/hr/uhaf223/8239697	Supplementary Table 4 C16 specific marker; p=1.82e-33; log2FC=3.39	Cell-cycle/endoreduplication support marker
GC_TOP_009	Solyc06g075580	kinesin	giant cell / nematode feeding site	root gall; Meloidogyne incognita	tomato_nematode_snRNA	B	cluster-specific marker from supplementary table	Single-nucleus RNA-sequencing reveals the cellular programs driving nematode-induced giant cell formation in tomato	2025	https://academic.oup.com/hr/article/doi/10.1093/hr/uhaf223/8239697	Supplementary Table 4 C16 specific marker; p=3.03e-33; log2FC=4.29	Cytoskeleton support marker
GC_TOP_010	Solyc07g065210	kinesin-related protein	giant cell / nematode feeding site	root gall; Meloidogyne incognita	tomato_nematode_snRNA	B	cluster-specific marker from supplementary table	Single-nucleus RNA-sequencing reveals the cellular programs driving nematode-induced giant cell formation in tomato	2025	https://academic.oup.com/hr/article/doi/10.1093/hr/uhaf223/8239697	Supplementary Table 4 C16 specific marker; p=3.28e-33; log2FC=5.00	Cytoskeleton support marker
GC_TOP_011	Solyc02g087880	alpha-tubulin	giant cell / nematode feeding site	root gall; Meloidogyne incognita	tomato_nematode_snRNA	B	cluster-specific marker from supplementary table	Single-nucleus RNA-sequencing reveals the cellular programs driving nematode-induced giant cell formation in tomato	2025	https://academic.oup.com/hr/article/doi/10.1093/hr/uhaf223/8239697	Supplementary Table 4 C16 specific marker; p=1.52e-30; log2FC=3.50	Known GC marker class; broad proliferating-state signal
GC_TOP_012	Solyc09g008380	pectate lyase	giant cell / nematode feeding site	root gall; Meloidogyne incognita	tomato_nematode_snRNA	B	cluster-specific marker from supplementary table	Single-nucleus RNA-sequencing reveals the cellular programs driving nematode-induced giant cell formation in tomato	2025	https://academic.oup.com/hr/article/doi/10.1093/hr/uhaf223/8239697	Supplementary Table 4 C16 specific marker; p=2.05e-15; log2FC=2.00	Cell-wall remodeling marker; useful with ENG/PLL module
GC_FUNC_001	Solyc04g056310	MYB transcription factor	giant-cell parasitism candidate	root gall; Meloidogyne incognita	tomato_nematode_snRNA	D	VIGS functional assay	Single-nucleus RNA-sequencing reveals the cellular programs driving nematode-induced giant cell formation in tomato	2025	https://academic.oup.com/hr/article/doi/10.1093/hr/uhaf223/8239697	VIGS knockdown reduced nematode reproduction/giant-cell development in article Fig. 6	Functional susceptibility candidate; not an annotation marker by itself
GC_FUNC_002	Solyc10g080200	C2H2 zinc finger transcription factor	giant-cell parasitism candidate	root gall; Meloidogyne incognita	tomato_nematode_snRNA	D	VIGS functional assay	Single-nucleus RNA-sequencing reveals the cellular programs driving nematode-induced giant cell formation in tomato	2025	https://academic.oup.com/hr/article/doi/10.1093/hr/uhaf223/8239697	VIGS knockdown reduced nematode reproduction/giant-cell development in article Fig. 6	Functional susceptibility candidate; not an annotation marker by itself
GC_FUNC_003	Solyc05g021090	NAC transcription factor	giant-cell parasitism candidate	root gall; Meloidogyne incognita	tomato_nematode_snRNA	D	VIGS functional assay	Single-nucleus RNA-sequencing reveals the cellular programs driving nematode-induced giant cell formation in tomato	2025	https://academic.oup.com/hr/article/doi/10.1093/hr/uhaf223/8239697	VIGS knockdown reduced nematode reproduction/giant-cell development in article Fig. 6	Functional susceptibility candidate; not an annotation marker by itself
GC_FUNC_004	Solyc03g119220	Kinesin	giant-cell parasitism candidate	root gall; Meloidogyne incognita	tomato_nematode_snRNA	D	VIGS functional assay	Single-nucleus RNA-sequencing reveals the cellular programs driving nematode-induced giant cell formation in tomato	2025	https://academic.oup.com/hr/article/doi/10.1093/hr/uhaf223/8239697	VIGS knockdown reduced nematode reproduction/giant-cell development in article Fig. 6	Functional susceptibility candidate; not an annotation marker by itself
